SBQQ__OPPORTUNITY2__C,SBQQ__PRIMARY__C,TOTAL_AMOUNT__C,TOTAL_INCREMENTAL_ARR__C
006OJ000006A60fYAC,true,69280,53020
006f100000anVBQAA2,true,85476,67395
006f100000ZN6KdAAL,false,46803,33747
006OJ00000AWcsQYAT,true,80459,44362
0063Z000011pISTQA2,false,81773,98633
006f100000dwnYFAAY,true,96813,72258
006OJ000007xVgTYAU,false,45388,95698
006f100000a5puFAAQ,true,73593,94739
006f100000ZXX4YAAX,true,99060,81697
0063Z000012Pv0EQAS,true,78396,63625
0063Z000010mzvjQAA,false,82739,38526
006f100000ZZdbYAAT,true,51763,68163
006OJ000003PO5RYAW,true,93788,62825
006f100000a28gKAAQ,true,66517,96150
006f100000chpcCAAQ,true,92405,60332
006j000000XXxVRAA1,false,66893,38040
006f100000ZZAIMAA5,false,36045,96648
006OJ000006GGjhYAG,true,57328,65259
006f100000a1BOXAA2,true,88860,37107
006OJ00000CIktVYAT,true,52378,61107
0063Z000011pIgQQAU,true,30301,83709
006f100000ZzLidAAF,true,69142,39660
006OJ000006pU5RYAU,true,85010,45849
006f100000cgq1LAAQ,true,38767,75114
0063Z000012PknXQAS,true,40627,39062
006f100000ZJ6NmAAL,true,61710,33605
006OJ000006b16XYAQ,true,57701,92080
006OJ000003vBt5YAE,false,32719,33690
006f100000dvitbAAA,true,50118,76215
006f100000ZZ6u6AAD,true,78130,63969
006OJ000007soNCYAY,false,52314,69232
006f100000ZYtKPAA1,false,51868,36515
006f100000a6Ha8AAE,true,47794,45056
006f100000btzI4AAI,false,68441,72499
006f100000Z5okdAAB,true,78761,96500
006f100000apY3HAAU,true,70801,85537
006f100000cjkZ2AAI,true,79682,81961
006f100000ZMgDlAAL,true,38389,51350
006f100000ZZo3UAAT,false,49086,65477
006OJ0000057siLYAQ,true,36682,32645
0063Z000012PaEvQAK,false,36013,60248
0063Z000010mk7UQAQ,true,62219,94088
006f100000ZJjUmAAL,true,92872,87120
006f100000cjEQDAA2,true,78363,79581
006f100000a6HY7AAM,true,81527,78981
0063Z000012PZAJQA4,false,61233,69231
006f100000aoMD9AAM,true,70414,60021
006f100000civrLAAQ,true,97542,58428
006OJ000009WSqPYAW,true,33660,45278
006f100000dv71wAAA,true,49093,45125
006OJ000004W6zFYAS,false,81583,44058
006f100000ZJQlAAAX,true,76543,33612
006OJ000004W69fYAC,false,91144,66867
0063Z000010mgNoQAI,true,57022,39227
,true,36723,99524
006f100000bvK2iAAE,true,53483,56391
006f100000a6JRNAA2,true,63743,93061
006f100000apvtEAAQ,true,79599,41553
006f100000bsVJwAAM,true,74575,50267
006f100000a1CSLAA2,false,91039,73164
006f100000ZYpVqAAL,true,84710,43748
006f100000anlAGAAY,true,81582,61320
006f100000aohn0AAA,false,87917,51511
006f100000ZLWCqAAP,true,98230,33080
006f100000ankzrAAA,true,84820,88526
006f100000apNZyAAM,false,48100,80492
0063Z000011pIWzQAM,false,31506,77588
006OJ00000CEgTVYA1,true,44363,84393
006OJ0000069y6LYAQ,true,54931,55249
006f100000aogLFAAY,true,44889,51047
0063Z000012PZEfQAO,true,35428,58734
006f100000a0cODAAY,true,48183,82029
006f100000a1FJxAAM,true,40934,63286
0063Z000011pICaQAM,true,78292,37768
006f100000bsVRvAAM,true,74953,97242
006OJ000004QUMkYAO,false,77377,70515
006f100000a6VORAA2,true,77022,33061
0063Z000010mk8SQAQ,true,34539,64672
006f100000aqIAbAAM,true,64937,58431
006f100000aoEj6AAE,false,89939,90814
006f100000apufQAAQ,true,42655,51474
006OJ000008nKc5YAE,true,59190,87580
006OJ00000ASs4XYAT,true,85613,67771
006f100000btH0IAAU,true,50586,50728
006OJ00000AWxYfYAL,true,79875,83395
006f100000apoxuAAA,true,30245,85693
006f100000dvMxLAAU,true,67176,95954
006OJ0000076OtFYAU,true,33713,89644
006f100000anLHYAA2,true,95516,33587
006OJ000008dfDCYAY,true,98145,33526
0063Z000012PZlFQAW,true,86561,87597
006f100000dwSz3AAE,true,31946,84819
006f100000ZM9mLAAT,false,42456,49660
006f100000Z5xutAAB,true,50347,44686
006f100000aqcxtAAA,true,87311,63302
006f100000dVcUaAAK,true,49099,73245
0063Z000012PPrbQAG,true,56695,72860
006f100000ZZbwfAAD,true,91083,32382
0063Z000010mzghQAA,false,69690,39757
006f100000a6HnCAAU,true,33002,63314
0063Z00000zOcBcQAK,true,72072,67601
006OJ000007yXYAYA2,true,62908,85048
006f100000ZZkBHAA1,true,96715,44658
,true,72972,87805
006f100000butMqAAI,true,54507,34912
006f100000dwk5cAAA,true,56614,31891
006f100000aogKWAAY,true,86380,86107
006f100000bsQQEAA2,true,46052,81169
006f100000angmDAAQ,false,72856,55682
006OJ000007skGLYAY,false,91197,74022
006f100000bvTmsAAE,false,81847,38096
006f100000buWgeAAE,true,69693,50774
006f100000aogPlAAI,true,66851,89979
006f100000a64amAAA,true,38775,34300
006f100000bunnwAAA,true,86739,62789
006f100000ZMtlfAAD,true,86666,76481
006f100000btinVAAQ,true,91477,80052
006f100000dviqcAAA,true,48699,72598
006f100000bt9s5AAA,true,40931,34232
006f100000dvff6AAA,false,60586,92785
006f100000aoTc3AAE,false,46587,75899
0063Z000011pIgkQAE,true,74708,82175
006OJ000006qeXNYAY,true,73769,31416
006OJ0000091gcjYAA,true,42392,53744
006f100000fAXTIAA4,true,37644,86976
006OJ00000BSeCHYA1,true,72818,46228
006f100000btH3RAAU,true,74550,45944
006f100000ZZezJAAT,true,81950,32951
006f100000apuNqAAI,true,42231,40742
006f100000aoc30AAA,true,64550,75456
006f100000ZZnNJAA1,false,75661,40112
006OJ000004Y3HKYA0,true,87958,46387
006f100000buG7KAAU,false,40944,79354
006f100000buyuJAAQ,true,77403,57560
006f100000aqWExAAM,true,68734,51774
006f100000anqGOAAY,true,41936,71099
006OJ000004B22dYAC,true,39496,96213
006f100000dwmh1AAA,true,59956,47574
0063Z000010n52hQAA,true,76639,64867
006OJ000009n7KxYAI,true,45328,48059
006f100000ZzbS1AAJ,true,68929,86604
006f100000a0TGgAAM,true,36858,89922
006f100000anh3nAAA,true,83739,77604
006OJ000003Rxn3YAC,true,35686,95584
006f100000ckWNtAAM,true,87651,82359
006f100000apDkYAAU,true,51891,59684
006OJ000007sojlYAA,false,51457,39967
,false,67973,98857
006f100000apzw1AAA,false,88402,50244
006f100000ap5YuAAI,true,63567,40700
006f100000ZLMVCAA5,true,96238,98076
006f100000a1O5nAAE,true,87140,81645
006f100000dVMPGAA4,true,57182,97960
006f100000bs3DGAAY,true,70564,40744
0063Z00000zOiIjQAK,true,62456,31835
006f100000dwthBAAQ,false,43600,96145
006f100000dwtQHAAY,true,96578,68316
006f100000dwqzHAAQ,true,97641,34683
006f100000dwthVAAQ,true,99477,72167
006f100000dwuHOAAY,true,62797,81654
006f100000dVV0AAAW,false,49761,71431
006f100000dwsi5AAA,true,67487,58147
006f100000dx2IRAAY,true,68785,35032
006f100000dx1GoAAI,true,69199,93295
006f100000dx2HdAAI,true,58967,35856
006f100000dwtylAAA,true,34145,70710
006f100000dwskkAAA,true,64931,53844
006f100000dwuIHAAY,true,39233,76011
006f100000dwucWAAQ,true,33109,54635
006f100000dwu16AAA,true,92729,72609
006f100000dwuCdAAI,true,32019,93853
006f100000dx0MgAAI,true,59128,46626
006f100000dx12wAAA,true,52349,47526
006f100000dwtmBAAQ,true,85459,61551
006f100000chgw8AAA,true,54768,64759
006f100000dVntkAAC,true,95198,49629
006f100000dwtFLAAY,true,59881,41442
006f100000dwoL7AAI,true,77277,78337
006f100000dwoOQAAY,true,47808,40460
006f100000dwoOzAAI,true,69719,87635
006f100000dwoAYAAY,true,87798,51866
006OJ000004pfJlYAI,true,74518,38618
006f100000ZKqc3AAD,true,45707,58292
006f100000dvBtDAAU,true,52135,50912
006f100000bthwMAAQ,false,34502,31285
006f100000apJ8XAAU,false,64213,76170
006f100000dvfmqAAA,true,93461,36561
006OJ0000040nhaYAA,false,34424,67634
0063Z000010mZI3QAM,false,42063,37148
006f100000ZMMPtAAP,true,79690,59651
006f100000bvJsOAAU,true,53353,83643
006f100000dw7sfAAA,true,65733,85683
006f100000app8JAAQ,true,41497,60279
006j000000PDw4dAAD,false,91726,68242
0063Z00000zOeNhQAK,true,57034,36922
006f100000anZbuAAE,true,94829,88974
0063Z000012PrE1QAK,true,59974,64584
006f100000dvTafAAE,true,69254,40970
006OJ000009WpNCYA0,true,92911,74965
006f100000aoc9NAAQ,true,91219,77923
006f100000apJ3SAAU,true,83885,36910
006OJ0000095upBYAQ,true,30093,39607
006f100000ck5MKAAY,true,37844,34278
006f100000Z5xvrAAB,true,81151,84536
006OJ00000BnlVhYAJ,true,49297,30864
006f100000ZYgsOAAT,true,61683,91248
0063Z000012PZYNQA4,false,87651,59069
0063Z000011pIgaQAE,true,51316,74683
,true,67499,48084
006f100000Z5xcpAAB,true,95974,35614
006f100000ZL2vKAAT,true,42000,55092
0063Z000012PZ7jQAG,true,39873,46517
,true,72905,49734
006f100000fA7XHAA0,true,72839,90942
006f100000aoymzAAA,true,56604,70618
006OJ000008woClYAI,false,37539,54368
006f100000arV63AAE,true,73412,68741
006f100000ZZ6wvAAD,false,86229,47704
006f100000Z5uUFAAZ,false,67513,66247
006f100000aogQKAAY,true,50928,43306
006f100000apuTtAAI,true,43556,60506
006f100000bvKWJAA2,true,49101,69154
006OJ000005xD3DYAU,true,31260,74705
006OJ00000BjoX1YAJ,true,31706,30602
006f100000buG7KAAU,true,50596,79520
006f100000dwSciAAE,true,89718,64364
006OJ000006hX0TYAU,true,82134,77276
006f100000ck5JuAAI,true,51471,62246
006f100000dwnXgAAI,true,71931,71331
006f100000apvv5AAA,true,64471,84933
006OJ000007szYjYAI,true,95814,39670
006OJ000009WpLcYAK,true,68714,43201
006f100000aq2XHAAY,true,74555,40500
0063Z000010mZE1QAM,true,67952,54189
006f100000a6KjhAAE,true,97083,38936
0063Z00000zvSTdQAM,true,62576,35082
006f100000aoQ29AAE,true,47318,82857
,true,91613,44258
006f100000cjaQnAAI,true,36574,45918
006OJ000009DE4nYAG,true,36334,48245
0063Z000012PZEVQA4,false,45042,42353
006OJ00000BT2GFYA1,true,77029,48320
006f100000aogKRAAY,true,39868,80820
0063Z000012PkpHQAS,true,79825,78724
006f100000bri1PAAQ,true,69534,32196
006f100000bslceAAA,false,63862,90073
006f100000ZZYa9AAH,true,76152,46557
006f100000buuARAAY,true,41951,84602
006OJ000008dkJJYAY,true,39864,78899
0063Z000012PRXuQAO,true,75010,83225
,true,91286,55267
0063Z000012PMw5QAG,true,70519,34992
006f100000ZMG1KAAX,true,94814,79586
006f100000cl1BvAAI,true,86383,52619
006f100000aowLKAAY,true,55826,78632
006f100000ZzJ9NAAV,true,36970,49336
,true,34957,62823
006OJ000008dkXpYAI,true,82034,53284
006f100000btlyXAAQ,false,94577,66794
006f100000anZbuAAE,false,68628,84347
006j000000St77sAAB,false,57065,58897
006f100000fA7gnAAC,true,49837,41345
006f100000aoaQ9AAI,false,59189,38124
006f100000dvTocAAE,true,71774,37650
006j000000VyX97AAF,true,95798,60881
006f100000dwJ6MAAU,true,67461,52773
006f100000ZXLAXAA5,true,56641,42752
006OJ000004W6zFYAS,true,79766,82303
006f100000ao34lAAA,true,36834,96035
0063Z00000zOZ2PQAW,true,36585,86901
006f100000dVJIVAA4,true,94870,65588
0063Z000012PlxyQAC,false,80222,97076
006OJ00000BvKOgYAN,true,66483,78273
006OJ000007sxblYAA,true,57799,98818
0063Z000010mzvUQAQ,false,64306,85181
006f100000dwS15AAE,true,32897,30847
006f100000aoMe5AAE,false,39602,81274
006f100000a6HbVAAU,true,87983,35974
006f100000bsMwtAAE,true,51438,93479
006f100000ZzGnRAAV,true,90256,71179
006f100000bsVPVAA2,true,51717,89910
006f100000a0IkFAAU,true,39317,46299
006OJ00000BT2EbYAL,false,99359,88961
006f100000ZZMVcAAP,true,95350,54841
0063Z000011pIbkQAE,false,87801,46846
006f100000ZK4aXAAT,true,51318,86678
006f100000ZYkLiAAL,true,99906,38906
006f100000a6AfTAAU,true,75919,69435
006f100000ck2qdAAA,true,88054,46815
006f100000ZZYZVAA5,true,67286,84876
006f100000aoil2AAA,true,91257,37841
006f100000dVMMWAA4,false,59587,89255
006f100000ao1MqAAI,true,57764,35225
006f100000btixGAAQ,true,77577,74771
006f100000dVSrsAAG,true,83265,30087
006f100000cjf8SAAQ,true,99106,92086
006f100000apU2bAAE,true,39891,66053
006f100000a61JBAAY,false,42798,96536
006f100000dwUilAAE,true,37106,98123
0063Z000011pIcEQAU,false,93959,62160
006OJ000006gfuYYAQ,true,62556,44087
006f100000cj6A3AAI,true,87230,78654
006f100000btBmMAAU,true,37202,71023
006f100000apvN8AAI,true,92442,98804
006OJ000007vqXJYAY,false,66140,83018
006f100000bvTmsAAE,false,95201,62347
006OJ00000CIskcYAD,true,85423,91506
006f100000a6IJIAA2,true,72452,31910
006f100000ZYwM7AAL,true,45658,43393
006f100000ZZgOKAA1,true,82102,55299
0063Z00000tubmVQAQ,true,43594,47789
006f100000Xbp6SAAR,false,46968,61027
006f100000ZZhYgAAL,true,34964,52310
0063Z000012PT73QAG,false,92380,40496
006f100000ckG1TAAU,true,73566,78455
006f100000bsBA8AAM,true,70292,72462
006f100000ZYf2vAAD,true,94228,75138
006OJ000003vxEZYAY,true,45730,82331
006f100000bti4BAAQ,true,30168,78046
006f100000btm2jAAA,true,89333,64316
006f100000dwSQwAAM,true,66866,80183
006f100000durOHAAY,true,95955,65501
006OJ000007tKOgYAM,false,83081,55424
006OJ00000A5uLZYAZ,true,92062,95000
006f100000ciH2MAAU,true,84883,90823
006OJ00000BliqXYAR,true,80197,40573
006OJ000007xVjhYAE,false,98759,40600
006f100000dudsMAAQ,true,86778,88548
006OJ000005iA42YAE,true,68083,63541
006f100000ZYo3pAAD,true,91832,66720
006OJ000002xBZNYA2,true,80907,30885
006f100000aoMHkAAM,false,87126,65676
006f100000aogQZAAY,true,30113,96706
006f100000a6PnRAAU,true,80689,94108
006f100000ciLtBAAU,true,77350,64761
006f100000a6VaSAAU,true,55115,45444
006f100000dwRgvAAE,true,74666,38199
006f100000a26S2AAI,true,75832,81080
006j000000XZsdBAAT,true,96616,87736
006f100000ZYkNUAA1,false,54848,78210
006OJ0000042CZ9YAM,true,76748,66832
006f100000dvUtDAAU,true,65264,33059
006f100000cjl45AAA,true,38711,91014
006f100000dwdAfAAI,true,66899,80924
006f100000chriYAAQ,true,79879,30783
006f100000bsjOYAAY,true,83069,74194
006f100000btjUFAAY,true,90597,86809
006f100000btXgbAAE,true,51574,83382
006f100000chWeFAAU,true,32686,77664
0063Z000012PcuaQAC,false,37031,46994
006f100000cjwl9AAA,true,34447,30486
006OJ00000BzbigYAB,true,37290,65922
006OJ000008Bih3YAC,true,32271,96848
006f100000Z5xd4AAB,true,39360,47432
006f100000fA7nZAAS,true,44621,95436
006f100000Z5xYTAAZ,true,50973,61746
006f100000apufkAAA,true,44564,81166
006f100000btH24AAE,true,31449,81656
006f100000a1wX9AAI,true,79486,46294
006f100000aoc8FAAQ,true,47008,57087
006f100000bsR2SAAU,true,98544,46265
006f100000Z5wVnAAJ,true,91811,46068
006f100000btitFAAQ,false,44835,58894
0063Z000012Pd1bQAC,true,75915,91536
006OJ000003vxRTYAY,true,84331,32342
006f100000ap17PAAQ,true,33915,90777
006OJ00000AkJhpYAF,true,34309,30729
006OJ000003kWsoYAE,false,95771,50291
006OJ00000BOEl4YAH,true,70742,85959
006f100000cgt8PAAQ,false,77735,97226
006f100000a1wvpAAA,true,85343,32768
0063Z000011pIX4QAM,false,35224,88103
006j000000XZpZUAA1,false,44036,60198
006f100000bsT8IAAU,true,42763,59672
006OJ000007sm0QYAQ,false,72477,92035
006OJ0000068DO1YAM,false,55892,90233
006f100000apQNGAA2,true,92378,77876
006f100000a0mRaAAI,true,92883,56542
006OJ000003aN62YAE,true,98285,96979
006f100000btmHjAAI,true,38876,71575
006OJ000009LHIRYA4,true,31192,95097
006OJ0000031oaXYAQ,true,90594,32811
006f100000bvKHxAAM,false,91396,37170
006f100000btH1fAAE,true,89527,51427
006f100000ZZWqdAAH,false,37415,43012
0063Z000012Pdm8QAC,true,42460,38265
006f100000dwnNCAAY,true,89027,57380
006f100000a0wIXAAY,false,93289,64305
006OJ00000BEB3hYAH,true,89451,48443
006f100000Z5xuKAAR,true,88742,39632
006f100000aogKHAAY,false,93537,64754
006OJ00000COXyQYAX,true,39958,60450
006f100000angxkAAA,true,31858,43618
006f100000apeNuAAI,false,88038,90709
006OJ000003XJq9YAG,false,43512,95213
006OJ000009IlmTYAS,true,82769,43196
006OJ000008sq8JYAQ,true,46274,48883
006f100000ciLMlAAM,true,99170,56278
0063Z000012PZYNQA4,false,59842,63952
006f100000ZKZBvAAP,false,67353,98876
0063Z000012Pv12QAC,true,43425,43704
006OJ000006pi5BYAQ,false,91223,39971
006f100000dvMcZAAU,true,77099,89205
,true,77387,89841
006OJ000008nfWrYAI,true,65718,72558
0063Z000010myxrQAA,false,53225,57568
006f100000ap30OAAQ,true,97865,95036
006f100000ZJJQTAA5,true,83352,48287
006f100000aogJnAAI,false,42508,72826
006f100000duhqBAAQ,true,74280,53098
006f100000dvxcYAAQ,true,55788,36056
006OJ00000BkNhdYAF,false,37144,58304
006f100000aqMv3AAE,true,89375,76080
006OJ000007xHP0YAM,false,79307,73047
006f100000dvJBdAAM,true,35081,31172
006f100000aoc2qAAA,true,87125,40434
006f100000aoit6AAA,true,48889,52069
006f100000cklWrAAI,true,56435,77563
006f100000apcgaAAA,false,34342,74061
006f100000btYkXAAU,true,33002,95324
006OJ00000Bk4K5YAJ,false,31689,76391
006f100000btixkAAA,true,82437,43332
006OJ000004WGH3YAO,true,39458,46914
006f100000aoUKKAA2,true,45064,47603
006f100000ZLWI0AAP,true,81600,61351
006f100000aqW8pAAE,true,42050,52087
006f100000ZKzQOAA1,true,71846,31758
006f100000btKr9AAE,true,51323,31048
006f100000ZZWmMAAX,true,33542,68002
006OJ00000EfSZlYAN,true,88585,55630
006OJ00000El92zYAB,false,56095,35590
0063Z000010mbM0QAI,true,89414,64321
0063Z000010mjZDQAY,true,38226,63372
0063Z000012PozNQAS,true,84465,30880
0063Z000011pIXJQA2,true,56757,34260
006f100000fA8y9AAC,true,34295,49572
0063Z00000w0tYkQAI,true,63095,86849
0063Z000010mcmlQAA,true,51877,71392
0063Z000012PSSlQAO,true,86399,60959
0063Z000010mk7eQAA,true,51751,73651
0063Z000010mmSkQAI,true,37124,88811
0063Z000012PRVCQA4,true,67612,55592
0063Z000010mr8eQAA,true,64172,74488
0063Z000010mpFWQAY,true,76714,66160
0063Z00000wmzt7QAA,true,72444,58741
0063Z000012PV9bQAG,true,81805,58131
006OJ00000El5nOYAR,true,45510,65571
0063Z000010mynXQAQ,true,53518,93250
006OJ00000Blo1SYAR,true,91911,51800
006OJ0000068DO1YAM,false,40890,33637
006OJ00000BkOvRYAV,false,45477,80925
006OJ00000B7oZdYAJ,true,97774,92388
006OJ00000DwSyvYAF,false,99666,32063
006OJ00000DpHVZYA3,true,88253,97130
006OJ000007tiCTYAY,false,40114,31168
006OJ00000DHlXiYAL,true,97803,38851
006OJ00000CmhdGYAR,true,68966,87809
0063Z000011pMDMQA2,true,82761,65911
006OJ00000CDtivYAD,true,65079,58629
006f100000bvVLpAAM,true,96881,84662
006f100000bsVThAAM,true,44105,75600
006OJ00000CYkvxYAD,true,62910,59625
006f100000ZK3JzAAL,true,39988,73662
006OJ000008dhrkYAA,true,78914,68939
006f100000cjkYYAAY,true,66216,68022
006f100000ZN5rMAAT,true,71322,65708
006OJ0000092XPKYA2,true,64261,92821
006OJ00000CFBKRYA5,true,34670,83645
006j000000XZZN2AAP,false,38661,76192
006f100000Z5xZlAAJ,true,55119,49468
006f100000buZynAAE,true,41249,62427
006f100000duvpXAAQ,true,98778,39762
006f100000ZYdhmAAD,true,55115,78805
006f100000dulfVAAQ,true,42361,87537
006f100000dVD2OAAW,true,99794,49303
006f100000ZZQdVAAX,true,67356,70265
006f100000ZMRxOAAX,true,79722,44608
006f100000ZMxfWAAT,true,42459,80474
006f100000fABQAAA4,true,53196,59720
006f100000aoX7pAAE,false,95286,30937
006f100000fABA8AAO,true,67695,55278
006OJ00000BrO5tYAF,true,92197,87072
006f100000bv24KAAQ,false,75935,34247
0063Z000012PRa5QAG,false,95926,40939
006f100000aoYDZAA2,true,50325,42018
006f100000Z5xb3AAB,true,79660,78993
006OJ000006AGpfYAG,true,72423,76023
006f100000btm0dAAA,true,71385,98726
006f100000apHlPAAU,true,75894,44014
006f100000dwRlbAAE,true,99118,32960
006OJ000003jRVNYA2,true,78864,97497
006f100000aoX5tAAE,true,58715,42101
006OJ000003nzjlYAA,true,98361,87807
006f100000aogOnAAI,true,48649,73081
006f100000apuemAAA,true,37943,48201
0063Z000010mZD8QAM,true,97483,75850
006OJ000007w13DYAQ,false,63452,36293
006f100000a6cMtAAI,true,83707,93328
006f100000bsfQfAAI,true,94774,61731
006f100000apcgaAAA,true,63471,45941
006OJ00000BBQC9YAP,false,54949,70423
006f100000aoKBIAA2,true,64782,43917
,true,92656,33957
006f100000brr8XAAQ,true,35493,45124
006f100000dwjs4AAA,true,63465,65489
006f100000aoX5tAAE,false,63984,61519
006OJ000003vCh4YAE,true,78329,31001
006OJ00000AsMdhYAF,true,53545,77017
006f100000fA8xzAAC,true,78734,57418
006f100000a6QYdAAM,true,71954,47008
006OJ00000CAUqjYAH,true,75850,99585
006f100000ZZiOEAA1,true,33619,55958
006f100000dwEifAAE,true,60856,70063
006OJ00000Cr9HZYAZ,true,56776,83760
006f100000aqN6GAAU,true,63246,64319
006f100000a6VITAA2,true,99504,40703
006f100000aoondAAA,false,58803,41980
006f100000ZYd0uAAD,true,41283,86883
006OJ00000BT9ETYA1,true,49751,64125
006OJ000003AL4gYAG,true,34114,73870
006OJ000006VxMvYAK,true,58556,95867
006f100000Z5wNZAAZ,true,67164,84953
006f100000bunUGAAY,true,77572,31173
006f100000ar6OzAAI,false,50600,90768
006f100000aoFGeAAM,true,51509,61146
006f100000ciREpAAM,true,39386,55769
006f100000ciLiwAAE,true,34047,83788
006OJ000006IjKzYAK,false,88566,61505
006f100000btilZAAQ,true,49728,36045
006f100000ZZo3UAAT,true,84731,43650
006f100000aogJOAAY,true,33070,65559
006f100000ZZWuzAAH,true,90393,41244
006f100000ZZb8JAAT,false,45166,31431
006f100000chlg0AAA,true,48982,53229
0063Z000010n13lQAA,false,36254,72934
006f100000ckDQNAA2,true,46558,91913
006OJ000009sexlYAA,true,69315,99012
006f100000ckyYCAAY,true,93987,43643
006f100000ck5OVAAY,true,87566,88986
006f100000bsVQ9AAM,true,68829,94671
006f100000ZN23UAAT,true,54166,88601
006OJ000007smhyYAA,true,99717,91518
006OJ000003vySLYAY,true,34613,82736
0063Z000011pIcxQAE,false,42765,60008
006f100000cj21vAAA,true,77330,43969
006OJ000004QSUcYAO,false,99977,99934
006f100000dVMOhAAO,true,40836,42338
006f100000aoX6cAAE,false,97582,53955
0063Z000012PaU0QAK,true,78286,70149
006f100000Z5xaFAAR,true,59719,43773
006OJ00000BAPgOYAX,true,44965,73842
006OJ000008dcIYYAY,true,66522,73767
006f100000ck5yOAAQ,true,74357,98100
006f100000dVD4FAAW,true,73751,31451
006f100000aorA4AAI,true,56632,92887
0063Z00000zOiUaQAK,true,32519,61456
006f100000a1yWBAAY,false,76902,98960
0063Z00000w1Ms2QAE,false,37014,50285
006f100000aqDzaAAE,true,84037,97113
006f100000fAAxOAAW,true,57368,67664
006f100000a29vKAAQ,false,38516,40279
0063Z000011pL4lQAE,false,44526,43085
006f100000bthvsAAA,true,55692,69257
006f100000apvNhAAI,true,76797,46026
006f100000ZJURgAAP,true,41380,49741
006OJ00000ChIduYAF,false,47260,70046
006OJ00000DdihdYAB,true,72906,58794
006OJ00000BvZqjYAF,true,46507,67886
006OJ00000EImkTYAT,true,39119,63907
006OJ00000BluA5YAJ,true,86412,44066
006OJ00000CQFkVYAX,true,57889,62060
006OJ00000EaVelYAF,true,53437,98326
006OJ00000EqEObYAN,true,34712,35124
006OJ00000EqqP4YAJ,true,81969,64786
006OJ00000BjwsjYAB,false,47305,59418
006OJ000009on1xYAA,false,45768,40345
006OJ00000D9vqnYAB,true,66268,87819
006OJ00000CKKN3YAP,true,69304,64651
006OJ00000BlvAzYAJ,true,62929,41046
006OJ000008E9wTYAS,false,64152,77439
006OJ00000D8RYDYA3,true,75838,81849
006OJ00000CstBvYAJ,true,30146,94945
006OJ00000898ubYAA,false,43083,66214
006OJ00000BlpC3YAJ,true,44068,60326
006OJ00000C1LpwYAF,true,57091,57358
006OJ00000DLeEJYA1,true,97698,72894
006OJ00000Dh1FtYAJ,true,54028,61912
006OJ00000CJqC5YAL,true,30877,63180
006OJ00000Blu5FYAR,true,30102,42171
006OJ00000A7XfsYAF,false,87847,48667
006OJ000006sG60YAE,true,54219,56642
006OJ00000DK6EgYAL,true,45636,51518
006OJ00000COVzqYAH,true,81069,44408
006OJ000007soNCYAY,false,93224,32903
006OJ00000EABBqYAP,true,45639,41840
006OJ00000BjwO5YAJ,false,52961,31231
006OJ00000BluGXYAZ,true,69117,50097
006OJ00000Bg6cAYAR,true,61946,70378
006OJ00000E5ok5YAB,true,59636,88561
006OJ000009zaJ8YAI,true,65360,76650
006OJ000006XiOcYAK,true,48428,97276
0063Z000012PWJCQA4,true,64614,44311
006OJ00000D1obBYAR,true,31930,39633
006OJ00000A5ysDYAR,true,90713,82928
006OJ00000ELEW9YAP,true,35540,39279
006OJ00000Dd9ITYAZ,true,80747,69338
006OJ00000DwVVPYA3,true,55589,84260
006OJ00000Csta5YAB,true,64017,70240
006OJ00000Agi25YAB,true,43533,77711
006OJ000004ad5NYAQ,true,66649,39517
006OJ00000Dl4DaYAJ,true,59538,39291
006OJ00000BmEVOYA3,false,34581,50714
006OJ000009WskrYAC,true,44082,50918
006OJ00000EC4sbYAD,true,70703,65716
006f100000btlwvAAA,true,94873,39067
006OJ000005ZfewYAC,true,96995,79090
006OJ00000Cr8IHYAZ,true,62442,74921
,true,64728,84435
0063Z000010mooJQAQ,true,40246,57308
006OJ000004AyBuYAK,true,76248,39843
006f100000ch0jZAAQ,true,92359,64707
006OJ0000049yPFYAY,true,68665,99514
006OJ00000BOfTeYAL,true,88660,87448
0063Z000010mZJBQA2,false,49768,92337
006f100000bsBjwAAE,true,50466,88230
006OJ00000C8774YAB,true,82768,75282
006OJ000007yF3NYAU,true,78633,48625
006f100000ZMxcNAAT,true,49536,80245
006OJ00000A3dIPYAZ,true,70483,38732
006OJ000004QMVdYAO,false,52161,81497
006f100000btw9OAAQ,false,48168,58445
006f100000ch1KzAAI,true,75117,47507
006f100000aoTTLAA2,true,57826,55916
006OJ000009WqZNYA0,false,44190,71099
006f100000brrC0AAI,true,32118,58396
006f100000aomabAAA,true,59666,65507
006f100000ck5oYAAQ,true,73643,91369
006f100000ZZ6rRAAT,false,71115,58849
006f100000buLZvAAM,true,88038,58188
0063Z000011pIQ3QAM,true,62933,97693
006f100000ZYoY0AAL,true,38666,97954
006f100000bu9veAAA,true,35873,45509
006f100000bsipdAAA,false,75558,84379
006f100000cj7NrAAI,true,87048,82667
006OJ000003vJx3YAE,false,66667,36895
0063Z000010mgXPQAY,true,63626,50237
006f100000aqIAgAAM,true,96336,72558
006f100000bs3I6AAI,true,62863,63794
006f100000brqlnAAA,true,84398,42684
006f100000dVxByAAK,true,49110,41535
006f100000ZYuosAAD,true,97185,72816
006f100000fABXpAAO,true,59830,67020
006OJ000005YzxRYAS,true,54197,38866
006f100000ZJKX9AAP,true,75249,64053
006f100000bttaUAAQ,true,35023,71448
